year,type,sentence1,sentence2,similarity_score
2014,headlines,Egypt arrests Muslim Brotherhood Supreme Guide,Egypt bans Muslim Brotherhood group,2.2
2012,MSRvid,American flag is waving.,A American flag is blowing in the wind.,4.2
2014,tweet-news,"NYT Books - Books of The Times: ?The River Swimmer,? a pair of Novellas by Jim Harrison: ?The River Swimmer,? Ji...","Books of The Times: ?The River Swimmer,? Two Novellas by Jim Harrison",4.6
2012,MSRvid,A man is playing the drums.,A man is playing guitar.,1.8
2014,tweet-news,Man held after subway attack in Philadelphia,Man held after woman thrown onto subway tracks in Philadelphia,3.6
2015,images,A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,4.6
2014,headlines,China stocks end lower Thursday,China stocks close lower on Thursday,5
2015,headlines,Two skydivers dead after colliding during US jump,Two skydivers dead after colliding during jump in Arizona,3.8
2016,answer-answer,I have few suggestions for you:,I have two suggestions for you:,4
2012,surprise.OnWN,escape or avoid a situation or responsibility,use cunning or deceit to escape or avoid.,3.25
2015,belief,my sister is getting ready to go to uni and i really am starting to resent him for how my life is now.,"my sister is two years younger than i am, and i remember the day she came home from the hospital.",
2012,MSRvid,A woman is playing the guitar.,A man is playing guitar.,2.4
2012,surprise.OnWN,a cause or source of harm,a cause of pain or injury or loss.,3.75
2015,answers-students,a terminal is connected to differenet states,there is no gap between the terminals,
2016,postediting,"The answer is simple, there is a lack of competition.","However, in view of the dynamics and unpredictability of the crisis, there is no certainty.",0
2015,answers-forums,"Further to earlier answers, the information given so far is bit vague and so might mislead.","The nearest Cambodian town is Stung Treng, and the border is a 90-minute speedboat or bus ride away.",
2012,SMTeuroparl,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Vis-a-vis these realities, the need for a greater implication and a greater effectiveness in the fight against poverty and the underdevelopment is essential.",4.6
2015,images,A dog racing on a track.,A dog chases another by a tree.,
2016,plagiarism,"One of the best known schemes is tf-idf weighting, proposed by Salton, Wong and Yang.",tf-idf weighting is one of the most well known schemes.,3
2015,headlines,Air strikes kill 20 civilians in Syria's Damascus,Air strike kills one civilian in Syria's Deraa,
2012,MSRpar,Selenski had previously spent seven years in prison on a bank robbery conviction.,Selenski had served about seven years in prison for bank robbery.,4.571
2015,headlines,Argentina declares mourning for flood victims,Parents demands common forms for nursery admissions,0
2012,MSRpar,"The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.","The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.",2.2
2013,OnWN,Act without permission or with too much confidence.,take liberties or act with too much confidence.,3.6
2015,images,A dog emerges form the water with a stick in its mouth.,A dog runs toward the camera with a stick in its mouth.,2.4
2016,plagiarism,So in essence it is a popularity contest between WebPages.,It is essentially a popularity meter.,3
2015,belief,"or, what, then, was the lie?",what are the ecological issues?,
2014,tweet-news,Fitness Center in a #Hotel Room,Urban Athlete: A Hotel Room Workout From Nicole Glor,1.6
2015,answers-forums,"There is evidence of English longbows shooting farther than 250 yards, particularly at Crecy, where the longer bowshots were around 300 yards.",Too many factors at work to really say 'a bow has a range of X'.,
2012,surprise.OnWN,The act of having and controlling property.,the state or fact of being an owner.,4.25
2013,FNWN,a place defined by an owner.,the land on which real estate is located,
2015,images,A police officer directs traffic on a city street.,A man walks toward a policeman standing in a crosswalk on a city street.,
2012,SMTeuroparl,"On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.","In addition, we would like to be likely to prove in Europe which we are able to develop only the constitutional equality of Serbia and Montenegro within Yugoslavia, by recognizing the true democratic principles.",4.8
2015,answers-students,bulb a and b are still contained in a closed path with the battery,If C burns out then A and B are still in a closed path with the battery,
2015,headlines,Quotations in the News,Quotations of the day,3.2
2015,answers-forums,"In structural terms, the second sentence isn't incorrect, you just read it incorrectly.","As the t isn't mentioned in the part of Fever(x), we can push it inside.",
2012,SMTeuroparl,This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.,This could also apply to all drugs but dangerous insofar as the consumer of drugs is the only to run risks.  ,3.6
2014,OnWN,(medicine) the capacity of an organism to defend against disease.,(medicine) the condition in which an organism can resist disease.,3.8
2012,MSRvid,A girl is eating a cupcake.,A woman is eating a cupcake.,2.6
2015,headlines,Iran warns against military intervention in Iraq,Explosion near Damascus military airport,0
2013,headlines,Red Cross worker killed in Pakistan,Kidnapped UK aid worker killed in Pakistan,2.2
2014,deft-news,john duncan is great britain's ambassador for multilateral arms control and disarmament. ,at un assembly chinese government urges increased efforts toward global arms control and disarmament.,1.4
2015,answers-forums,"The Ruby Theatre in Chelan, Washington was built as a movie theatre by the Kingman brothers and opened in 1914.","The Elks Theatre in Middletown, Pennsylvania has been open since October 1911.",
2012,surprise.OnWN,have a monopoly of, control fully,have or exploit a monopoly of.
2014,OnWN,sink to a lower level, descend,sink to a lower level or form a depression.
2014,OnWN,Break open or apart suddenly and forcefully, separate or cause to separate, go to pieces.
2012,SMTeuroparl,"Whilst employment may be the European Union' s priority policy, fisheries, as another economic sector, cannot remain on the sidelines.","If the employment is the policy of the Union, the Community, as a sector, cannot remain on the sidelines.  ",3.75
2012,SMTeuroparl,"The fishermen are inactive, tired and disappointed.","The fishermen are inactive, tired and disappointed.",5
